"Código Municipio","Nombre Departamento","Nombre Municipio"
"25871","CUNDINAMARCA","VILLAGÓMEZ"
"25873","CUNDINAMARCA","VILLAPINZÓN"
"25875","CUNDINAMARCA","VILLETA"
"25878","CUNDINAMARCA","VIOTÁ"
"25885","CUNDINAMARCA","YACOPÍ"
"25898","CUNDINAMARCA","ZIPACÓN"
"25899","CUNDINAMARCA","ZIPAQUIRÁ"
"27001","CHOCÓ","QUIBDÓ"
"27006","CHOCÓ","ACANDÍ"
"27025","CHOCÓ","ALTO BAUDÓ"
"27050","CHOCÓ","ATRATO"
"27073","CHOCÓ","BAGADÓ"
"27075","CHOCÓ","BAHÍA SOLANO"
"27077","CHOCÓ","BAJO BAUDÓ"
"27099","CHOCÓ","BOJAYÁ"
"27135","CHOCÓ","EL CANTÓN DEL SAN PABLO"
"27150","CHOCÓ","CARMEN DEL DARIÉN"
"27160","CHOCÓ","CÉRTEGUI"
"27205","CHOCÓ","CONDOTO"
"27245","CHOCÓ","EL CARMEN DE ATRATO"
"27250","CHOCÓ","EL LITORAL DEL SAN JUAN"
"27361","CHOCÓ","ISTMINA"
"27372","CHOCÓ","JURADÓ"
"27413","CHOCÓ","LLORÓ"
"27425","CHOCÓ","MEDIO ATRATO"
"27430","CHOCÓ","MEDIO BAUDÓ"
"27450","CHOCÓ","MEDIO SAN JUAN"
"27491","CHOCÓ","NÓVITA"
"27493","CHOCÓ","NUEVO BELÉN DE BAJIRÁ"
"27495","CHOCÓ","NUQUÍ"
"27580","CHOCÓ","RÍO IRÓ"
"27600","CHOCÓ","RÍO QUITO"
"27615","CHOCÓ","RIOSUCIO"
"27660","CHOCÓ","SAN JOSÉ DEL PALMAR"
"27745","CHOCÓ","SIPÍ"
"27787","CHOCÓ","TADÓ"
"27800","CHOCÓ","UNGUÍA"
"27810","CHOCÓ","UNIÓN PANAMERICANA"
"41001","HUILA","NEIVA"
"41006","HUILA","ACEVEDO"
"41013","HUILA","AGRADO"
"41016","HUILA","AIPE"
"41020","HUILA","ALGECIRAS"
"41026","HUILA","ALTAMIRA"
"41078","HUILA","BARAYA"
"41132","HUILA","CAMPOALEGRE"
"41206","HUILA","COLOMBIA"
"41244","HUILA","ELÍAS"
"41298","HUILA","GARZÓN"
"41306","HUILA","GIGANTE"
"41319","HUILA","GUADALUPE"
"41349","HUILA","HOBO"
"41357","HUILA","ÍQUIRA"
"41359","HUILA","ISNOS"
"41378","HUILA","LA ARGENTINA"
"41396","HUILA","LA PLATA"
"41483","HUILA","NÁTAGA"
"41503","HUILA","OPORAPA"
"41518","HUILA","PAICOL"
"41524","HUILA","PALERMO"
"41530","HUILA","PALESTINA"
"41548","HUILA","PITAL"
"41551","HUILA","PITALITO"
"41615","HUILA","RIVERA"
"41660","HUILA","SALADOBLANCO"
"41668","HUILA","SAN AGUSTÍN"
"41676","HUILA","SANTA MARÍA"
"41770","HUILA","SUAZA"
"41791","HUILA","TARQUI"
"41797","HUILA","TESALIA"
"41799","HUILA","TELLO"
"41801","HUILA","TERUEL"
"41807","HUILA","TIMANÁ"
"41872","HUILA","VILLAVIEJA"
"41885","HUILA","YAGUARÁ"
"44001","LA GUAJIRA","RIOHACHA"
"44035","LA GUAJIRA","ALBANIA"
"44078","LA GUAJIRA","BARRANCAS"
"44090","LA GUAJIRA","DIBULLA"
"44098","LA GUAJIRA","DISTRACCIÓN"
"44110","LA GUAJIRA","EL MOLINO"
"44279","LA GUAJIRA","FONSECA"
"44378","LA GUAJIRA","HATONUEVO"
"44420","LA GUAJIRA","LA JAGUA DEL PILAR"
"44430","LA GUAJIRA","MAICAO"
"44560","LA GUAJIRA","MANAURE"
"44650","LA GUAJIRA","SAN JUAN DEL CESAR"
"44847","LA GUAJIRA","URIBIA"
"44855","LA GUAJIRA","URUMITA"
"44874","LA GUAJIRA","VILLANUEVA"
"47001","MAGDALENA","SANTA MARTA"
"47030","MAGDALENA","ALGARROBO"
"47053","MAGDALENA","ARACATACA"
"47058","MAGDALENA","ARIGUANÍ"
"47161","MAGDALENA","CERRO DE SAN ANTONIO"
"47170","MAGDALENA","CHIVOLO"
"47189","MAGDALENA","CIÉNAGA"
"47205","MAGDALENA","CONCORDIA"
"47245","MAGDALENA","EL BANCO"
"47258","MAGDALENA","EL PIÑÓN"
"47268","MAGDALENA","EL RETÉN"
"47288","MAGDALENA","FUNDACIÓN"
"47318","MAGDALENA","GUAMAL"
"47460","MAGDALENA","NUEVA GRANADA"
"47541","MAGDALENA","PEDRAZA"
"47545","MAGDALENA","PIJIÑO DEL CARMEN"
"47551","MAGDALENA","PIVIJAY"
"47555","MAGDALENA","PLATO"
"47570","MAGDALENA","PUEBLOVIEJO"
"47605","MAGDALENA","REMOLINO"
"47660","MAGDALENA","SABANAS DE SAN ÁNGEL"
"47675","MAGDALENA","SALAMINA"
"47692","MAGDALENA","SAN SEBASTIÁN DE BUENAVISTA"
"47703","MAGDALENA","SAN ZENÓN"
"47707","MAGDALENA","SANTA ANA"
"47720","MAGDALENA","SANTA BÁRBARA DE PINTO"
"47745","MAGDALENA","SITIONUEVO"
"47798","MAGDALENA","TENERIFE"
"47960","MAGDALENA","ZAPAYÁN"
"47980","MAGDALENA","ZONA BANANERA"
"50001","META","VILLAVICENCIO"
"50006","META","ACACÍAS"
"50110","META","BARRANCA DE UPÍA"
"50124","META","CABUYARO"
"50150","META","CASTILLA LA NUEVA"
"50223","META","CUBARRAL"
"50226","META","CUMARAL"
"50245","META","EL CALVARIO"
"50251","META","EL CASTILLO"
"50270","META","EL DORADO"
"50287","META","FUENTE DE ORO"
"50313","META","GRANADA"
"50318","META","GUAMAL"
"50325","META","MAPIRIPÁN"
"50330","META","MESETAS"
"50350","META","LA MACARENA"
"50370","META","URIBE"
"50400","META","LEJANÍAS"
"50450","META","PUERTO CONCORDIA"
"50568","META","PUERTO GAITÁN"
"50573","META","PUERTO LÓPEZ"
"50577","META","PUERTO LLERAS"
"50590","META","PUERTO RICO"
"50606","META","RESTREPO"
"50680","META","SAN CARLOS DE GUAROA"
"50683","META","SAN JUAN DE ARAMA"
"50686","META","SAN JUANITO"
"50689","META","SAN MARTÍN"
"50711","META","VISTAHERMOSA"
"52001","NARIÑO","PASTO"
"52019","NARIÑO","ALBÁN"
"52022","NARIÑO","ALDANA"
"52036","NARIÑO","ANCUYA"
"52051","NARIÑO","ARBOLEDA"
"52079","NARIÑO","BARBACOAS"
"52083","NARIÑO","BELÉN"
"52110","NARIÑO","BUESACO"
"52203","NARIÑO","COLÓN"
"52207","NARIÑO","CONSACÁ"
"52210","NARIÑO","CONTADERO"
"52215","NARIÑO","CÓRDOBA"
"52224","NARIÑO","CUASPUD CARLOSAMA"
"52227","NARIÑO","CUMBAL"
"52233","NARIÑO","CUMBITARA"
"52240","NARIÑO","CHACHAGÜÍ"
"52250","NARIÑO","EL CHARCO"
"52254","NARIÑO","EL PEÑOL"
"52256","NARIÑO","EL ROSARIO"
"52258","NARIÑO","EL TABLÓN DE GÓMEZ"
"52260","NARIÑO","EL TAMBO"
"52287","NARIÑO","FUNES"
"52317","NARIÑO","GUACHUCAL"
"52320","NARIÑO","GUAITARILLA"
"52323","NARIÑO","GUALMATÁN"
"52352","NARIÑO","ILES"
"52354","NARIÑO","IMUÉS"
"52356","NARIÑO","IPIALES"
"52378","NARIÑO","LA CRUZ"
"52381","NARIÑO","LA FLORIDA"
"52385","NARIÑO","LA LLANADA"
"52390","NARIÑO","LA TOLA"
"52399","NARIÑO","LA UNIÓN"
"52405","NARIÑO","LEIVA"
"52411","NARIÑO","LINARES"
"52418","NARIÑO","LOS ANDES"
"52427","NARIÑO","MAGÜÍ"
"52435","NARIÑO","MALLAMA"
"52473","NARIÑO","MOSQUERA"
"52480","NARIÑO","NARIÑO"
"52490","NARIÑO","OLAYA HERRERA"
"52506","NARIÑO","OSPINA"
"52520","NARIÑO","FRANCISCO PIZARRO"
"52540","NARIÑO","POLICARPA"
"52560","NARIÑO","POTOSÍ"
"52565","NARIÑO","PROVIDENCIA"
"52573","NARIÑO","PUERRES"
"52585","NARIÑO","PUPIALES"
"52612","NARIÑO","RICAURTE"
"52621","NARIÑO","ROBERTO PAYÁN"
"52678","NARIÑO","SAMANIEGO"
"52683","NARIÑO","SANDONÁ"
"52685","NARIÑO","SAN BERNARDO"
"52687","NARIÑO","SAN LORENZO"
"52693","NARIÑO","SAN PABLO"
"52694","NARIÑO","SAN PEDRO DE CARTAGO"
"52696","NARIÑO","SANTA BÁRBARA"
"52699","NARIÑO","SANTACRUZ"
"52720","NARIÑO","SAPUYES"
"52786","NARIÑO","TAMINANGO"
"52788","NARIÑO","TANGUA"
"52835","NARIÑO","SAN ANDRÉS DE TUMACO"
"52838","NARIÑO","TÚQUERRES"
"52885","NARIÑO","YACUANQUER"
"54001","NORTE DE SANTANDER","SAN JOSÉ DE CÚCUTA"
"54003","NORTE DE SANTANDER","ÁBREGO"
"54051","NORTE DE SANTANDER","ARBOLEDAS"
"54099","NORTE DE SANTANDER","BOCHALEMA"
"54109","NORTE DE SANTANDER","BUCARASICA"
"54125","NORTE DE SANTANDER","CÁCOTA"
"54128","NORTE DE SANTANDER","CÁCHIRA"
"54172","NORTE DE SANTANDER","CHINÁCOTA"
"54174","NORTE DE SANTANDER","CHITAGÁ"
"54206","NORTE DE SANTANDER","CONVENCIÓN"
"54223","NORTE DE SANTANDER","CUCUTILLA"
"54239","NORTE DE SANTANDER","DURANIA"
"54245","NORTE DE SANTANDER","EL CARMEN"
"54250","NORTE DE SANTANDER","EL TARRA"
"54261","NORTE DE SANTANDER","EL ZULIA"
"54313","NORTE DE SANTANDER","GRAMALOTE"
"54344","NORTE DE SANTANDER","HACARÍ"
"54347","NORTE DE SANTANDER","HERRÁN"
"54377","NORTE DE SANTANDER","LABATECA"
"54385","NORTE DE SANTANDER","LA ESPERANZA"
"54398","NORTE DE SANTANDER","LA PLAYA"
"54405","NORTE DE SANTANDER","LOS PATIOS"
"54418","NORTE DE SANTANDER","LOURDES"
"54480","NORTE DE SANTANDER","MUTISCUA"
"54498","NORTE DE SANTANDER","OCAÑA"
"54518","NORTE DE SANTANDER","PAMPLONA"
"54520","NORTE DE SANTANDER","PAMPLONITA"
"54553","NORTE DE SANTANDER","PUERTO SANTANDER"
"54599","NORTE DE SANTANDER","RAGONVALIA"
"54660","NORTE DE SANTANDER","SALAZAR"
"54670","NORTE DE SANTANDER","SAN CALIXTO"
"54673","NORTE DE SANTANDER","SAN CAYETANO"
"54680","NORTE DE SANTANDER","SANTIAGO"
"54720","NORTE DE SANTANDER","SARDINATA"
"54743","NORTE DE SANTANDER","SILOS"
"54800","NORTE DE SANTANDER","TEORAMA"
"54810","NORTE DE SANTANDER","TIBÚ"
"54820","NORTE DE SANTANDER","TOLEDO"
"54871","NORTE DE SANTANDER","VILLA CARO"
"54874","NORTE DE SANTANDER","VILLA DEL ROSARIO"
"63001","QUINDÍO","ARMENIA"
"63111","QUINDÍO","BUENAVISTA"
"63130","QUINDÍO","CALARCÁ"
"63190","QUINDÍO","CIRCASIA"
"63212","QUINDÍO","CÓRDOBA"
"63272","QUINDÍO","FILANDIA"
"63302","QUINDÍO","GÉNOVA"
"63401","QUINDÍO","LA TEBAIDA"
"63470","QUINDÍO","MONTENEGRO"
"63548","QUINDÍO","PIJAO"
"63594","QUINDÍO","QUIMBAYA"
"63690","QUINDÍO","SALENTO"
"66001","RISARALDA","PEREIRA"
"66045","RISARALDA","APÍA"
"66075","RISARALDA","BALBOA"
"66088","RISARALDA","BELÉN DE UMBRÍA"
"66170","RISARALDA","DOSQUEBRADAS"
"66318","RISARALDA","GUÁTICA"
"66383","RISARALDA","LA CELIA"
"66400","RISARALDA","LA VIRGINIA"
"66440","RISARALDA","MARSELLA"
"66456","RISARALDA","MISTRATÓ"
"66572","RISARALDA","PUEBLO RICO"
"66594","RISARALDA","QUINCHÍA"
"66682","RISARALDA","SANTA ROSA DE CABAL"
"66687","RISARALDA","SANTUARIO"
"68001","SANTANDER","BUCARAMANGA"
"68013","SANTANDER","AGUADA"
"68020","SANTANDER","ALBANIA"
"68051","SANTANDER","ARATOCA"
"68077","SANTANDER","BARBOSA"
"68079","SANTANDER","BARICHARA"
"68081","SANTANDER","BARRANCABERMEJA"
"68092","SANTANDER","BETULIA"
"68101","SANTANDER","BOLÍVAR"
"68121","SANTANDER","CABRERA"
"68132","SANTANDER","CALIFORNIA"
"68147","SANTANDER","CAPITANEJO"
"68152","SANTANDER","CARCASÍ"
"68160","SANTANDER","CEPITÁ"
"68162","SANTANDER","CERRITO"
"68167","SANTANDER","CHARALÁ"
"68169","SANTANDER","CHARTA"
"68176","SANTANDER","CHIMA"
"68179","SANTANDER","CHIPATÁ"
"68190","SANTANDER","CIMITARRA"
"68207","SANTANDER","CONCEPCIÓN"
"68209","SANTANDER","CONFINES"
"68211","SANTANDER","CONTRATACIÓN"
"68217","SANTANDER","COROMORO"
"68229","SANTANDER","CURITÍ"
"68235","SANTANDER","EL CARMEN DE CHUCURÍ"
"68245","SANTANDER","EL GUACAMAYO"
"68250","SANTANDER","EL PEÑÓN"
"68255","SANTANDER","EL PLAYÓN"
"68264","SANTANDER","ENCINO"
"68266","SANTANDER","ENCISO"
"68271","SANTANDER","FLORIÁN"
"68276","SANTANDER","FLORIDABLANCA"
"68296","SANTANDER","GALÁN"
"68298","SANTANDER","GÁMBITA"
"68307","SANTANDER","GIRÓN"
"68318","SANTANDER","GUACA"
"68320","SANTANDER","GUADALUPE"
"68322","SANTANDER","GUAPOTÁ"
"68324","SANTANDER","GUAVATÁ"
"68327","SANTANDER","GÜEPSA"
"68344","SANTANDER","HATO"
"68368","SANTANDER","JESÚS MARÍA"
"68370","SANTANDER","JORDÁN"
"68377","SANTANDER","LA BELLEZA"
"68385","SANTANDER","LANDÁZURI"
"68397","SANTANDER","LA PAZ"
"68406","SANTANDER","LEBRIJA"
"68418","SANTANDER","LOS SANTOS"
"68425","SANTANDER","MACARAVITA"
"68432","SANTANDER","MÁLAGA"
"68444","SANTANDER","MATANZA"
"68464","SANTANDER","MOGOTES"
"68468","SANTANDER","MOLAGAVITA"
"68498","SANTANDER","OCAMONTE"
"68500","SANTANDER","OIBA"
"68502","SANTANDER","ONZAGA"
"68522","SANTANDER","PALMAR"
"68524","SANTANDER","PALMAS DEL SOCORRO"
"68533","SANTANDER","PÁRAMO"
"68547","SANTANDER","PIEDECUESTA"
"68549","SANTANDER","PINCHOTE"
"68572","SANTANDER","PUENTE NACIONAL"
"68573","SANTANDER","PUERTO PARRA"
"68575","SANTANDER","PUERTO WILCHES"
"68615","SANTANDER","RIONEGRO"
"68655","SANTANDER","SABANA DE TORRES"
"68669","SANTANDER","SAN ANDRÉS"
"68673","SANTANDER","SAN BENITO"
"68679","SANTANDER","SAN GIL"
"68682","SANTANDER","SAN JOAQUÍN"
"68684","SANTANDER","SAN JOSÉ DE MIRANDA"
"68686","SANTANDER","SAN MIGUEL"
"68689","SANTANDER","SAN VICENTE DE CHUCURÍ"
"68705","SANTANDER","SANTA BÁRBARA"
"68720","SANTANDER","SANTA HELENA DEL OPÓN"
"68745","SANTANDER","SIMACOTA"
"68755","SANTANDER","SOCORRO"
"68770","SANTANDER","SUAITA"
"68773","SANTANDER","SUCRE"
"68780","SANTANDER","SURATÁ"
"68820","SANTANDER","TONA"
"68855","SANTANDER","VALLE DE SAN JOSÉ"
"68861","SANTANDER","VÉLEZ"
"68867","SANTANDER","VETAS"
"68872","SANTANDER","VILLANUEVA"
"68895","SANTANDER","ZAPATOCA"
"70001","SUCRE","SINCELEJO"
"70110","SUCRE","BUENAVISTA"
"70124","SUCRE","CAIMITO"
"70204","SUCRE","COLOSÓ"
"70215","SUCRE","COROZAL"
"70221","SUCRE","COVEÑAS"
"70230","SUCRE","CHALÁN"
"70233","SUCRE","EL ROBLE"
"70235","SUCRE","GALERAS"
"70265","SUCRE","GUARANDA"
"70400","SUCRE","LA UNIÓN"
"70418","SUCRE","LOS PALMITOS"
"70429","SUCRE","MAJAGUAL"
"70473","SUCRE","MORROA"
"70508","SUCRE","OVEJAS"
"70523","SUCRE","PALMITO"
"70670","SUCRE","SAMPUÉS"
"70678","SUCRE","SAN BENITO ABAD"
"70702","SUCRE","SAN JUAN DE BETULIA"
"70708","SUCRE","SAN MARCOS"
"70713","SUCRE","SAN ONOFRE"
"70717","SUCRE","SAN PEDRO"
"70742","SUCRE","SAN LUIS DE SINCÉ"
"70771","SUCRE","SUCRE"
"70820","SUCRE","SANTIAGO DE TOLÚ"
"70823","SUCRE","SAN JOSÉ DE TOLUVIEJO"
"73001","TOLIMA","IBAGUÉ"
"73024","TOLIMA","ALPUJARRA"
"73026","TOLIMA","ALVARADO"
"73030","TOLIMA","AMBALEMA"
"73043","TOLIMA","ANZOÁTEGUI"
"73055","TOLIMA","ARMERO"
"73067","TOLIMA","ATACO"
"73124","TOLIMA","CAJAMARCA"
"73148","TOLIMA","CARMEN DE APICALÁ"
"73152","TOLIMA","CASABIANCA"
"73168","TOLIMA","CHAPARRAL"
"73200","TOLIMA","COELLO"
"73217","TOLIMA","COYAIMA"
"73226","TOLIMA","CUNDAY"
"73236","TOLIMA","DOLORES"
"73268","TOLIMA","ESPINAL"
"73270","TOLIMA","FALAN"
"73275","TOLIMA","FLANDES"
"73283","TOLIMA","FRESNO"
"73319","TOLIMA","GUAMO"
"73347","TOLIMA","HERVEO"
"73349","TOLIMA","HONDA"
"73352","TOLIMA","ICONONZO"
"73408","TOLIMA","LÉRIDA"
"73411","TOLIMA","LÍBANO"
"73443","TOLIMA","SAN SEBASTIÁN DE MARIQUITA"
"73449","TOLIMA","MELGAR"
"73461","TOLIMA","MURILLO"
"73483","TOLIMA","NATAGAIMA"
"73504","TOLIMA","ORTEGA"
"73520","TOLIMA","PALOCABILDO"
"73547","TOLIMA","PIEDRAS"
"73555","TOLIMA","PLANADAS"
"73563","TOLIMA","PRADO"
"73585","TOLIMA","PURIFICACIÓN"
"73616","TOLIMA","RIOBLANCO"
"73622","TOLIMA","RONCESVALLES"
"73624","TOLIMA","ROVIRA"
"73671","TOLIMA","SALDAÑA"
"73675","TOLIMA","SAN ANTONIO"
"73678","TOLIMA","SAN LUIS"
"73686","TOLIMA","SANTA ISABEL"
"73770","TOLIMA","SUÁREZ"
"73854","TOLIMA","VALLE DE SAN JUAN"
"73861","TOLIMA","VENADILLO"
"73870","TOLIMA","VILLAHERMOSA"
"73873","TOLIMA","VILLARRICA"
"76001","VALLE DEL CAUCA","SANTIAGO DE CALI"
"76020","VALLE DEL CAUCA","ALCALÁ"
"76036","VALLE DEL CAUCA","ANDALUCÍA"
"76041","VALLE DEL CAUCA","ANSERMANUEVO"
"76054","VALLE DEL CAUCA","ARGELIA"
"76100","VALLE DEL CAUCA","BOLÍVAR"
"76109","VALLE DEL CAUCA","BUENAVENTURA"
"76111","VALLE DEL CAUCA","GUADALAJARA DE BUGA"
"76113","VALLE DEL CAUCA","BUGALAGRANDE"
"76122","VALLE DEL CAUCA","CAICEDONIA"
"76126","VALLE DEL CAUCA","CALIMA"
"76130","VALLE DEL CAUCA","CANDELARIA"
"76147","VALLE DEL CAUCA","CARTAGO"
"76233","VALLE DEL CAUCA","DAGUA"
"76243","VALLE DEL CAUCA","EL ÁGUILA"
"76246","VALLE DEL CAUCA","EL CAIRO"
"76248","VALLE DEL CAUCA","EL CERRITO"
"76250","VALLE DEL CAUCA","EL DOVIO"
"76275","VALLE DEL CAUCA","FLORIDA"
"76306","VALLE DEL CAUCA","GINEBRA"
"76318","VALLE DEL CAUCA","GUACARÍ"
"76364","VALLE DEL CAUCA","JAMUNDÍ"
"76377","VALLE DEL CAUCA","LA CUMBRE"
"76400","VALLE DEL CAUCA","LA UNIÓN"
"76403","VALLE DEL CAUCA","LA VICTORIA"
"76497","VALLE DEL CAUCA","OBANDO"
"76520","VALLE DEL CAUCA","PALMIRA"
"76563","VALLE DEL CAUCA","PRADERA"
"76606","VALLE DEL CAUCA","RESTREPO"
"76616","VALLE DEL CAUCA","RIOFRÍO"
"76622","VALLE DEL CAUCA","ROLDANILLO"
"76670","VALLE DEL CAUCA","SAN PEDRO"
"76736","VALLE DEL CAUCA","SEVILLA"
"76823","VALLE DEL CAUCA","TORO"
"76828","VALLE DEL CAUCA","TRUJILLO"
"76834","VALLE DEL CAUCA","TULUÁ"
"76845","VALLE DEL CAUCA","ULLOA"
"76863","VALLE DEL CAUCA","VERSALLES"
"76869","VALLE DEL CAUCA","VIJES"
"76890","VALLE DEL CAUCA","YOTOCO"
"76892","VALLE DEL CAUCA","YUMBO"
"76895","VALLE DEL CAUCA","ZARZAL"
"81001","ARAUCA","ARAUCA"
"81065","ARAUCA","ARAUQUITA"
"81220","ARAUCA","CRAVO NORTE"
"81300","ARAUCA","FORTUL"
"81591","ARAUCA","PUERTO RONDÓN"
"81736","ARAUCA","SARAVENA"
"81794","ARAUCA","TAME"
"85001","CASANARE","YOPAL"
"85010","CASANARE","AGUAZUL"
"85015","CASANARE","CHÁMEZA"
"85125","CASANARE","HATO COROZAL"
"85136","CASANARE","LA SALINA"
"85139","CASANARE","MANÍ"
"85162","CASANARE","MONTERREY"
"85225","CASANARE","NUNCHÍA"
"85230","CASANARE","OROCUÉ"
"85250","CASANARE","PAZ DE ARIPORO"
"85263","CASANARE","PORE"
"85279","CASANARE","RECETOR"
"85300","CASANARE","SABANALARGA"
"85315","CASANARE","SÁCAMA"
"85325","CASANARE","SAN LUIS DE PALENQUE"
"85400","CASANARE","TÁMARA"
"85410","CASANARE","TAURAMENA"
"85430","CASANARE","TRINIDAD"
"85440","CASANARE","VILLANUEVA"
"86001","PUTUMAYO","MOCOA"
"86219","PUTUMAYO","COLÓN"
"86320","PUTUMAYO","ORITO"
"86568","PUTUMAYO","PUERTO ASÍS"
"86569","PUTUMAYO","PUERTO CAICEDO"
"86571","PUTUMAYO","PUERTO GUZMÁN"
"86573","PUTUMAYO","PUERTO LEGUÍZAMO"
"86749","PUTUMAYO","SIBUNDOY"
"86755","PUTUMAYO","SAN FRANCISCO"
"86757","PUTUMAYO","SAN MIGUEL"
"86760","PUTUMAYO","SANTIAGO"
"86865","PUTUMAYO","VALLE DEL GUAMUEZ"
"86885","PUTUMAYO","VILLAGARZÓN"
"88001","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","SAN ANDRÉS"
"88564","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","PROVIDENCIA"
"91001","AMAZONAS","LETICIA"
"91263","AMAZONAS","EL ENCANTO"
"91405","AMAZONAS","LA CHORRERA"
"91407","AMAZONAS","LA PEDRERA"
"91430","AMAZONAS","LA VICTORIA"
"91460","AMAZONAS","MIRITÍ - PARANÁ"
"91530","AMAZONAS","PUERTO ALEGRÍA"
"91536","AMAZONAS","PUERTO ARICA"
"91540","AMAZONAS","PUERTO NARIÑO"
"91669","AMAZONAS","PUERTO SANTANDER"
"91798","AMAZONAS","TARAPACÁ"
"94001","GUAINÍA","INÍRIDA"
"94343","GUAINÍA","BARRANCOMINAS"
"94883","GUAINÍA","SAN FELIPE"
"94884","GUAINÍA","PUERTO COLOMBIA"
"94885","GUAINÍA","LA GUADALUPE"
"94886","GUAINÍA","CACAHUAL"
"94887","GUAINÍA","PANA PANA"
"94888","GUAINÍA","MORICHAL"
"95001","GUAVIARE","SAN JOSÉ DEL GUAVIARE"
"95015","GUAVIARE","CALAMAR"
"95025","GUAVIARE","EL RETORNO"
"95200","GUAVIARE","MIRAFLORES"
"97001","VAUPÉS","MITÚ"
"97161","VAUPÉS","CARURÚ"
"97511","VAUPÉS","PACOA"
"97666","VAUPÉS","TARAIRA"
"97777","VAUPÉS","PAPUNAHUA"
"97889","VAUPÉS","YAVARATÉ"
"99001","VICHADA","PUERTO CARREÑO"
"99524","VICHADA","LA PRIMAVERA"
"99624","VICHADA","SANTA ROSALÍA"
"99773","VICHADA","CUMARIBO"
